"logloss";"eta";"max_depth";"subsample";"colsample_bytree";"objective";"eval_metric";"num_class";"nthread";"tree_method";"silent"
0,81286;0,1;8;0,4;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,809854;0,1;8;0,4;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,804604;0,1;8;0,4;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,809323;0,1;8;0,4;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,808306;0,1;8;0,4;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,802532;0,1;8;0,4;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,806461;0,1;8;0,4;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,80346;0,1;8;0,4;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,804399;0,1;8;0,4;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,8217;0,1;8;0,5;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,807678;0,1;8;0,5;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,817831;0,1;8;0,5;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,807987;0,1;8;0,5;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,806323;0,1;8;0,5;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,807588;0,1;8;0,5;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,815161;0,1;8;0,5;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,816163;0,1;8;0,5;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,804851;0,1;8;0,5;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,808806;0,1;8;0,5;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,82761;0,1;8;0,6;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,812631;0,1;8;0,6;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,811138;0,1;8;0,6;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,80638;0,1;8;0,6;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,797899;0,1;8;0,6;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,805863;0,1;8;0,6;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,809503;0,1;8;0,6;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,796218;0,1;8;0,6;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,804651;0,1;8;0,6;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,815691;0,1;8;0,6;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,82854;0,1;8;0,7;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,80985;0,1;8;0,7;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,809891;0,1;8;0,7;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,808558;0,1;8;0,7;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,817738;0,1;8;0,7;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,811869;0,1;8;0,7;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,812905;0,1;8;0,7;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,810286;0,1;8;0,7;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,807505;0,1;8;0,7;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,80742;0,1;8;0,7;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,831234;0,1;8;0,8;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,814169;0,1;8;0,8;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,815481;0,1;8;0,8;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,810629;0,1;8;0,8;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,802264;0,1;8;0,8;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,801331;0,1;8;0,8;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,801343;0,1;8;0,8;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,807249;0,1;8;0,8;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,812531;0,1;8;0,8;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,812652;0,1;8;0,8;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,821596;0,1;8;0,9;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,808731;0,1;8;0,9;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,811915;0,1;8;0,9;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,809276;0,1;8;0,9;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,807523;0,1;8;0,9;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,80759;0,1;8;0,9;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,811874;0,1;8;0,9;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,807494;0,1;8;0,9;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,80964;0,1;8;0,9;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,816042;0,1;8;0,9;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,821778;0,1;8;1;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,804663;0,1;8;1;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,813564;0,1;8;1;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,8118;0,1;8;1;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,812919;0,1;8;1;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,8059;0,1;8;1;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,814181;0,1;8;1;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,809689;0,1;8;1;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,806677;0,1;8;1;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,815747;0,1;8;1;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,86306;0,1;10;0,1;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,84792;0,1;10;0,1;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,839562;0,1;10;0,1;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,826927;0,1;10;0,1;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,827882;0,1;10;0,1;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,82275;0,1;10;0,1;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,817817;0,1;10;0,1;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,819886;0,1;10;0,1;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,823189;0,1;10;0,1;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,830635;0,1;10;0,1;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,83759;0,1;10;0,2;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,807679;0,1;10;0,2;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,817207;0,1;10;0,2;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,802223;0,1;10;0,2;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,803652;0,1;10;0,2;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,807423;0,1;10;0,2;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,810632;0,1;10;0,2;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,811611;0,1;10;0,2;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,80206;0,1;10;0,2;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,814289;0,1;10;0,2;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,830973;0,1;10;0,3;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,810186;0,1;10;0,3;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,805316;0,1;10;0,3;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,808214;0,1;10;0,3;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,810028;0,1;10;0,3;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,798084;0,1;10;0,3;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,78934;0,1;10;0,3;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,797048;0,1;10;0,3;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,803299;0,1;10;0,3;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,802743;0,1;10;0,3;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,824945;0,1;10;0,4;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,812199;0,1;10;0,4;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,803406;0,1;10;0,4;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,799469;0,1;10;0,4;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,813315;0,1;10;0,4;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,79641;0,1;10;0,4;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,79838;0,1;10;0,4;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,806765;0,1;10;0,4;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,80095;0,1;10;0,4;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,804002;0,1;10;0,4;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,819303;0,1;10;0,5;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,80153;0,1;10;0,5;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,800079;0,1;10;0,5;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,799667;0,1;10;0,5;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,791474;0,1;10;0,5;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,80173;0,1;10;0,5;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,796;0,1;10;0,5;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,805428;0,1;10;0,5;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,799807;0,1;10;0,5;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,798469;0,1;10;0,5;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,822897;0,1;10;0,6;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,803468;0,1;10;0,6;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,803621;0,1;10;0,6;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,804877;0,1;10;0,6;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,795883;0,1;10;0,6;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,80274;0,1;10;0,6;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,811019;0,1;10;0,6;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,793484;0,1;10;0,6;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,805793;0,1;10;0,6;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,80292;0,1;10;0,6;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,826095;0,1;10;0,7;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,807544;0,1;10;0,7;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,796117;0,1;10;0,7;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,80119;0,1;10;0,7;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,810739;0,1;10;0,7;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,79862;0,1;10;0,7;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,808699;0,1;10;0,7;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,807696;0,1;10;0,7;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,805648;0,1;10;0,7;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,806249;0,1;10;0,7;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,811233;0,1;10;0,8;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,799917;0,1;10;0,8;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,795282;0,1;10;0,8;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,803199;0,1;10;0,8;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,803679;0,1;10;0,8;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,802918;0,1;10;0,8;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,797759;0,1;10;0,8;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,796231;0,1;10;0,8;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,802434;0,1;10;0,8;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,808331;0,1;10;0,8;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,81608;0,1;10;0,9;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,796914;0,1;10;0,9;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,803106;0,1;10;0,9;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,795657;0,1;10;0,9;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,801454;0,1;10;0,9;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,810078;0,1;10;0,9;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,803456;0,1;10;0,9;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,805086;0,1;10;0,9;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,801504;0,1;10;0,9;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,808396;0,1;10;0,9;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,823636;0,1;10;1;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,804168;0,1;10;1;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,800797;0,1;10;1;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,803458;0,1;10;1;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,802524;0,1;10;1;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,806718;0,1;10;1;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,807236;0,1;10;1;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,809374;0,1;10;1;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,813485;0,1;10;1;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,808228;0,1;10;1;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,875549;0,1;12;0,1;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,848228;0,1;12;0,1;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,822651;0,1;12;0,1;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,832897;0,1;12;0,1;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,820706;0,1;12;0,1;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,822605;0,1;12;0,1;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,818669;0,1;12;0,1;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,814934;0,1;12;0,1;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,81315;0,1;12;0,1;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,817772;0,1;12;0,1;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,835805;0,1;12;0,2;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,816685;0,1;12;0,2;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,802292;0,1;12;0,2;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,814989;0,1;12;0,2;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,807407;0,1;12;0,2;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,801328;0,1;12;0,2;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
