"logloss";"eta";"max_depth";"subsample";"colsample_bytree";"objective";"eval_metric";"num_class";"nthread";"tree_method";"silent"
0,8114;0,1;12;0,2;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,807561;0,1;12;0,2;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,803659;0,1;12;0,2;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,80793;0,1;12;0,2;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,824485;0,1;12;0,3;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,80573;0,1;12;0,3;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,811515;0,1;12;0,3;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,796815;0,1;12;0,3;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,790233;0,1;12;0,3;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,798837;0,1;12;0,3;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,805173;0,1;12;0,3;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,803918;0,1;12;0,3;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,807959;0,1;12;0,3;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,801539;0,1;12;0,3;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,824074;0,1;12;0,4;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,808548;0,1;12;0,4;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,801386;0,1;12;0,4;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,799164;0,1;12;0,4;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,788764;0,1;12;0,4;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,793173;0,1;12;0,4;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,80216;0,1;12;0,4;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,805516;0,1;12;0,4;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,802539;0,1;12;0,4;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,807178;0,1;12;0,4;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,806485;0,1;12;0,5;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,806344;0,1;12;0,5;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,797619;0,1;12;0,5;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,796394;0,1;12;0,5;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,793417;0,1;12;0,5;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,796343;0,1;12;0,5;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,799291;0,1;12;0,5;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,789639;0,1;12;0,5;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,796875;0,1;12;0,5;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,809443;0,1;12;0,5;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,824733;0,1;12;0,6;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,792675;0,1;12;0,6;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,787732;0,1;12;0,6;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,799622;0,1;12;0,6;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,790436;0,1;12;0,6;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,800797;0,1;12;0,6;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,790683;0,1;12;0,6;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,78931;0,1;12;0,6;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,788366;0,1;12;0,6;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,807204;0,1;12;0,6;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,80766;0,1;12;0,7;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,801656;0,1;12;0,7;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,78609;0,1;12;0,7;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,788083;0,1;12;0,7;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,798289;0,1;12;0,7;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,7966;0,1;12;0,7;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,804415;0,1;12;0,7;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,806138;0,1;12;0,7;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,801462;0,1;12;0,7;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,802963;0,1;12;0,7;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,80627;0,1;12;0,8;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,797225;0,1;12;0,8;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,792062;0,1;12;0,8;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,784377;0,1;12;0,8;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,809083;0,1;12;0,8;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,801772;0,1;12;0,8;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,794173;0,1;12;0,8;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,804676;0,1;12;0,8;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,805954;0,1;12;0,8;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,801741;0,1;12;0,8;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,807894;0,1;12;0,9;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,787673;0,1;12;0,9;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,795384;0,1;12;0,9;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,793768;0,1;12;0,9;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,801047;0,1;12;0,9;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,797628;0,1;12;0,9;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,803524;0,1;12;0,9;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,809652;0,1;12;0,9;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,806757;0,1;12;0,9;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,808607;0,1;12;0,9;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,812102;0,1;12;1;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,799895;0,1;12;1;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,787381;0,1;12;1;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,799207;0,1;12;1;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,797451;0,1;12;1;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,803056;0,1;12;1;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,80742;0,1;12;1;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,811909;0,1;12;1;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,811869;0,1;12;1;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,806913;0,1;12;1;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,871847;0,1;14;0,1;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,832441;0,1;14;0,1;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,827434;0,1;14;0,1;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,819048;0,1;14;0,1;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,809956;0,1;14;0,1;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,817244;0,1;14;0,1;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,825191;0,1;14;0,1;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,815495;0,1;14;0,1;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,832228;0,1;14;0,1;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,819901;0,1;14;0,1;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,829289;0,1;14;0,2;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,81037;0,1;14;0,2;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,80992;0,1;14;0,2;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,800328;0,1;14;0,2;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,796471;0,1;14;0,2;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,807441;0,1;14;0,2;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,810647;0,1;14;0,2;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,810333;0,1;14;0,2;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,806258;0,1;14;0,2;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,80906;0,1;14;0,2;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,824103;0,1;14;0,3;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,79918;0,1;14;0,3;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,813004;0,1;14;0,3;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,796972;0,1;14;0,3;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,794658;0,1;14;0,3;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,787364;0,1;14;0,3;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,808283;0,1;14;0,3;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,801082;0,1;14;0,3;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,800495;0,1;14;0,3;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,801011;0,1;14;0,3;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,822356;0,1;14;0,4;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,806246;0,1;14;0,4;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,791661;0,1;14;0,4;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,776158;0,1;14;0,4;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,796937;0,1;14;0,4;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,796352;0,1;14;0,4;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,803286;0,1;14;0,4;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,80338;0,1;14;0,4;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,798167;0,1;14;0,4;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,798006;0,1;14;0,4;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,817035;0,1;14;0,5;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,803866;0,1;14;0,5;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,800248;0,1;14;0,5;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,779058;0,1;14;0,5;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,798887;0,1;14;0,5;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,786814;0,1;14;0,5;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,797827;0,1;14;0,5;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,799027;0,1;14;0,5;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,795598;0,1;14;0,5;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,80354;0,1;14;0,5;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,822754;0,1;14;0,6;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,77931;0,1;14;0,6;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,787329;0,1;14;0,6;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,787899;0,1;14;0,6;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,786099;0,1;14;0,6;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,795843;0,1;14;0,6;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,78919;0,1;14;0,6;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,807466;0,1;14;0,6;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,800365;0,1;14;0,6;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,810838;0,1;14;0,6;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,813412;0,1;14;0,7;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,788198;0,1;14;0,7;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,789626;0,1;14;0,7;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,794984;0,1;14;0,7;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,794343;0,1;14;0,7;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,797928;0,1;14;0,7;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,788117;0,1;14;0,7;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,806131;0,1;14;0,7;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,798355;0,1;14;0,7;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,802905;0,1;14;0,7;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,806827;0,1;14;0,8;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,787975;0,1;14;0,8;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,786949;0,1;14;0,8;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,793799;0,1;14;0,8;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,792911;0,1;14;0,8;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,801072;0,1;14;0,8;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,807368;0,1;14;0,8;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,802747;0,1;14;0,8;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,815803;0,1;14;0,8;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,800384;0,1;14;0,8;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,801142;0,1;14;0,9;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,794551;0,1;14;0,9;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,792393;0,1;14;0,9;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,796523;0,1;14;0,9;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,789866;0,1;14;0,9;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,794789;0,1;14;0,9;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,794101;0,1;14;0,9;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,807969;0,1;14;0,9;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,803039;0,1;14;0,9;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,810284;0,1;14;0,9;1;"multi:softmax";"mlogloss";3;2;"auto";1
0,813047;0,1;14;1;0,1;"multi:softmax";"mlogloss";3;2;"auto";1
0,791892;0,1;14;1;0,2;"multi:softmax";"mlogloss";3;2;"auto";1
0,790405;0,1;14;1;0,3;"multi:softmax";"mlogloss";3;2;"auto";1
0,794147;0,1;14;1;0,4;"multi:softmax";"mlogloss";3;2;"auto";1
0,799746;0,1;14;1;0,5;"multi:softmax";"mlogloss";3;2;"auto";1
0,800673;0,1;14;1;0,6;"multi:softmax";"mlogloss";3;2;"auto";1
0,807029;0,1;14;1;0,7;"multi:softmax";"mlogloss";3;2;"auto";1
0,808925;0,1;14;1;0,8;"multi:softmax";"mlogloss";3;2;"auto";1
0,80608;0,1;14;1;0,9;"multi:softmax";"mlogloss";3;2;"auto";1
0,80712;0,1;14;1;1;"multi:softmax";"mlogloss";3;2;"auto";1
